iter	Passed	Remaining
555	1537	1227
556	1541	1225
557	1544	1223
558	1548	1221
559	1551	1219
560	1554	1216
561	1556	1212
562	1558	1209
563	1560	1206
564	1562	1202
565	1566	1201
566	1569	1198
567	1572	1195
568	1574	1192
569	1577	1189
570	1579	1186
571	1582	1184
572	1585	1181
573	1588	1178
574	1590	1175
575	1592	1172
576	1597	1171
577	1600	1168
578	1603	1165
579	1605	1162
580	1607	1159
581	1609	1156
582	1613	1154
583	1616	1151
584	1618	1148
585	1621	1145
586	1623	1142
587	1626	1139
588	1629	1136
589	1631	1134
590	1634	1131
591	1637	1128
592	1639	1125
593	1643	1123
594	1646	1120
595	1649	1118
596	1651	1115
597	1653	1111
598	1655	1108
599	1659	1106
600	1663	1104
601	1665	1101
602	1667	1098
603	1669	1094
604	1672	1091
605	1674	1089
606	1680	1087
607	1683	1085
608	1686	1082
609	1689	1080
610	1692	1077
611	1694	1074
612	1697	1071
613	1699	1068
614	1701	1064
615	1703	1062
616	1706	1059
617	1712	1058
618	1716	1056
619	1718	1053
620	1722	1051
621	1724	1048
622	1727	1045
623	1729	1042
624	1732	1039
625	1734	1036
626	1736	1032
627	1739	1030
628	1742	1027
629	1745	1025
630	1747	1021
631	1749	1018
632	1751	1015
633	1753	1012
634	1756	1009
635	1759	1006
636	1761	1003
637	1764	1001
638	1766	997
639	1767	994
640	1771	992
641	1775	989
642	1777	987
643	1780	984
644	1781	980
645	1783	977
646	1786	974
647	1790	972
648	1793	970
649	1796	967
650	1798	964
651	1800	961
652	1802	958
653	1805	955
654	1807	951
655	1809	948
656	1811	945
657	1815	943
658	1818	940
659	1821	938
660	1824	935
661	1827	933
662	1830	930
663	1835	928
664	1838	926
665	1841	923
666	1843	920
667	1846	917
668	1848	914
669	1850	911
670	1854	909
671	1857	906
672	1860	903
673	1862	900
674	1864	897
675	1868	895
676	1871	892
677	1873	889
678	1876	887
679	1878	884
680	1880	881
681	1883	878
682	1886	875
683	1889	873
684	1892	870
685	1895	867
686	1899	865
687	1901	862
688	1904	859
689	1907	857
690	1910	854
691	1913	851
692	1916	848
693	1918	846
694	1922	843
695	1925	841
696	1928	838
697	1934	836
698	1936	834
699	1940	831
700	1943	828
701	1945	825
702	1948	823
703	1952	820
704	1955	818
705	1958	815
706	1960	812
707	1964	810
708	1967	807
709	1970	804
710	1972	801
711	1976	799
712	1978	796
713	1982	794
714	1986	791
715	1991	789
716	1993	786
717	1995	783
718	1999	781
719	2002	778
720	2004	775
721	2006	772
722	2008	769
723	2010	766
724	2015	764
725	2018	761
726	2021	759
727	2023	756
728	2025	753
729	2030	750
730	2033	748
731	2036	745
732	2038	742
733	2040	739
734	2041	736
735	2045	733
736	2048	730
737	2050	728
738	2052	725
739	2055	722
740	2057	719
741	2059	716
742	2064	714
743	2066	711
744	2068	708
745	2070	705
746	2072	701
747	2074	698
748	2076	695
749	2079	693
750	2081	690
751	2083	687
752	2086	684
753	2088	681
754	2090	678
755	2092	675
756	2094	672
757	2096	669
758	2099	666
759	2101	663
760	2103	660
761	2105	657
762	2107	654
763	2112	652
764	2116	650
765	2118	647
766	2120	644
767	2122	641
768	2125	638
769	2127	635
770	2130	632
771	2132	629
772	2134	626
773	2137	623
774	2138	620
775	2140	617
776	2143	615
777	2146	612
778	2148	609
779	2150	606
780	2152	603
781	2154	600
782	2157	597
783	2159	594
784	2162	592
785	2165	589
786	2167	586
787	2169	583
788	2171	580
789	2173	577
790	2176	574
791	2178	572
792	2181	569
793	2183	566
794	2185	563
795	2187	560
796	2189	557
797	2191	554
798	2193	551
799	2196	549
800	2198	546
801	2199	543
802	2202	540
803	2204	537
804	2207	534
805	2210	532
806	2213	529
807	2216	526
808	2218	523
809	2220	520
810	2223	518
811	2226	515
812	2229	512
813	2231	509
814	2233	506
815	2235	504
816	2237	501
817	2239	498
818	2241	495
819	2244	492
820	2246	489
821	2248	486
822	2250	484
823	2252	481
824	2254	478
825	2259	475
826	2262	473
827	2264	470
828	2266	467
829	2268	464
830	2270	461
831	2273	459
832	2276	456
833	2278	453
834	2281	450
835	2283	447
836	2285	445
837	2287	442
838	2290	439
839	2292	436
840	2295	433
841	2297	431
842	2299	428
843	2301	425
844	2303	422
845	2307	420
846	2309	417
847	2313	414
848	2315	411
849	2317	409
850	2320	406
851	2323	403
852	2326	400
853	2329	398
854	2331	395
855	2333	392
856	2335	389
857	2339	387
858	2342	384
859	2345	381
860	2347	379
861	2349	376
862	2351	373
863	2354	370
864	2357	367
865	2360	365
866	2362	362
867	2365	359
868	2367	356
869	2369	353
870	2373	351
871	2375	348
872	2378	346
873	2380	343
874	2383	340
875	2385	337
876	2389	335
877	2391	332
878	2393	329
879	2395	326
880	2397	323
881	2399	321
882	2401	318
883	2404	315
884	2406	312
885	2409	310
886	2411	307
887	2413	304
888	2415	301
889	2418	298
890	2420	296
891	2423	293
892	2425	290
893	2427	287
894	2429	285
895	2431	282
896	2433	279
897	2436	276
898	2439	274
899	2441	271
900	2443	268
901	2445	265
902	2447	262
903	2449	260
904	2451	257
905	2454	254
906	2456	251
907	2458	249
908	2460	246
909	2462	243
910	2464	240
911	2468	238
912	2470	235
913	2473	232
914	2475	229
915	2477	227
916	2478	224
917	2480	221
918	2482	218
919	2484	216
920	2489	213
921	2491	210
922	2493	207
923	2495	205
924	2497	202
925	2499	199
926	2501	197
927	2505	194
928	2507	191
929	2509	188
930	2511	186
931	2513	183
932	2515	180
933	2518	177
934	2520	175
935	2523	172
936	2525	169
937	2527	167
938	2529	164
939	2531	161
940	2534	158
941	2537	156
942	2540	153
943	2542	150
944	2544	148
945	2546	145
946	2549	142
947	2552	140
948	2554	137
949	2556	134
950	2558	131
951	2560	129
952	2563	126
953	2566	123
954	2570	121
955	2574	118
956	2577	115
957	2580	113
958	2583	110
959	2585	107
960	2587	105
961	2589	102
962	2592	99
963	2594	96
964	2596	94
965	2598	91
966	2601	88
967	2604	86
968	2606	83
969	2608	80
970	2610	77
971	2612	75
972	2615	72
973	2617	69
974	2620	67
975	2623	64
976	2625	61
977	2627	59
978	2630	56
979	2632	53
980	2635	51
981	2637	48
982	2639	45
983	2641	42
984	2643	40
985	2646	37
986	2650	34
987	2653	32
988	2655	29
989	2657	26
990	2659	24
991	2661	21
992	2663	18
993	2665	16
994	2668	13
995	2670	10
996	2672	8
997	2674	5
998	2676	2
999	2678	0
