iter	MultiClass
352	0.7244736568
353	0.7240028389
354	0.7233385345
355	0.722941619
356	0.7223339009
357	0.7216863236
358	0.721321278
359	0.7208116448
360	0.7202671439
361	0.719592179
362	0.7191921509
363	0.7186614921
364	0.7181628493
365	0.7178869388
366	0.7172401297
367	0.7165674068
368	0.7159220586
369	0.7150385749
370	0.7144202841
371	0.7137429218
372	0.7130402162
373	0.711988894
374	0.7115356201
375	0.7110641301
376	0.7105360796
377	0.709858486
378	0.7089734887
379	0.70851657
380	0.7081457437
381	0.7075297262
382	0.7065605855
383	0.7057908119
384	0.7050129302
385	0.7041653936
386	0.703687622
387	0.7027494126
388	0.7027033013
389	0.7020849446
390	0.7016450209
391	0.7010304258
392	0.7005216046
393	0.7001781525
394	0.6993740592
395	0.6991098166
396	0.6985509076
397	0.6982788878
398	0.6976852664
399	0.6973309807
400	0.6968525001
401	0.696250858
402	0.6954003465
403	0.6942895566
404	0.6939545487
405	0.693293251
406	0.6929656408
407	0.692400552
408	0.6922469501
409	0.6913834796
410	0.6907700555
411	0.6900772278
412	0.6894023888
413	0.6891463638
414	0.6884117925
415	0.6878949208
416	0.6872403567
417	0.686902054
418	0.686135624
419	0.6855792967
420	0.6848418959
421	0.6844620634
422	0.6840985242
423	0.6832410488
424	0.6828726214
425	0.6818810748
426	0.6810695538
427	0.6805704477
428	0.6798365152
429	0.6791132416
430	0.6784927006
431	0.6780832835
432	0.6775218134
433	0.6769475335
434	0.6766777047
435	0.6763902553
436	0.6755856225
437	0.6750945418
438	0.6748140697
439	0.6742172628
440	0.6737184493
441	0.6730919319
442	0.6729868877
443	0.672643983
444	0.6720732294
445	0.6713556593
446	0.6709252131
447	0.6697960316
448	0.6692344715
449	0.668718556
450	0.6682385901
451	0.6675045245
452	0.6669674831
453	0.666507889
454	0.665792052
455	0.664882383
456	0.6646228363
457	0.6641432949
458	0.663352419
459	0.6627693294
460	0.6626159061
461	0.6618705597
462	0.661296683
463	0.6605367646
464	0.6600474333
465	0.6596430376
466	0.6592430452
467	0.6584571404
468	0.6579428818
469	0.6577755372
470	0.6572561407
471	0.6569703426
472	0.6563368252
473	0.6560808294
474	0.655910602
475	0.6555950615
476	0.6550043045
477	0.6545436985
478	0.6538166601
479	0.6534294955
480	0.6531253349
481	0.6527151033
482	0.6518482185
483	0.6512097885
484	0.650557302
485	0.6498973652
486	0.6495338762
487	0.6492066102
488	0.6489255616
489	0.6483135165
490	0.6480006522
491	0.6477574687
492	0.6472766891
493	0.6466096023
494	0.6462202988
495	0.6454605132
496	0.645033288
497	0.6447469303
498	0.6443667992
499	0.6442031855
500	0.6434089934
501	0.6432819064
502	0.6429278696
503	0.6423178155
504	0.64160851
505	0.6412086202
506	0.6406400614
507	0.6399356731
508	0.6396448114
509	0.6392336663
510	0.6387508636
511	0.6382858236
512	0.6378565528
513	0.6373638823
514	0.6371021688
515	0.6366608822
516	0.635807961
517	0.6354066429
518	0.6350443558
519	0.6347202361
520	0.6342759804
521	0.6336599067
522	0.6332220737
523	0.6327368879
524	0.6322744066
525	0.6319669056
526	0.6313478153
527	0.6310026132
528	0.6309019814
529	0.6307451719
530	0.6298896701
531	0.6296539345
532	0.6291565253
533	0.628313069
534	0.6281073901
535	0.6277508567
536	0.6274280766
537	0.6267369402
538	0.6262993541
539	0.625767616
540	0.6252869297
541	0.6250769622
542	0.6246486747
543	0.6240803757
544	0.6238428473
545	0.6231922413
546	0.6229086237
547	0.622324975
548	0.6216469059
549	0.6214280461
550	0.6211003505
551	0.6203888237
552	0.6198366047
553	0.619516347
554	0.6190424582
555	0.618712361
556	0.6176970511
557	0.617165467
558	0.6167586453
559	0.6163276829
560	0.6157390649
561	0.6153517151
562	0.6149076346
563	0.6140440177
564	0.6135049174
565	0.612935095
566	0.6126396041
567	0.6123860642
568	0.6119948773
569	0.6116877792
570	0.611428188
571	0.6110300502
572	0.6101042271
573	0.6097808658
574	0.6094087068
575	0.6091167464
576	0.6089118439
577	0.6087081542
578	0.6085032631
579	0.6081306648
580	0.6077443507
581	0.6070500165
582	0.6065324426
583	0.6061209415
584	0.6058667561
585	0.6053180033
586	0.6047732766
587	0.6044598947
588	0.6041034576
589	0.6039275038
590	0.603367382
591	0.60296636
592	0.6027308873
593	0.602362166
594	0.6018243275
595	0.6009498191
596	0.6004424288
597	0.6000780354
598	0.5998858152
599	0.5993313735
600	0.5989195009
601	0.5984992556
602	0.5980651099
603	0.5974366367
604	0.5970876666
605	0.5966251659
606	0.5960875261
607	0.5955206547
608	0.5949677265
609	0.594697743
610	0.5943315711
611	0.594094857
612	0.5938357887
613	0.5931722998
614	0.5928401251
615	0.5923736497
616	0.5919969531
617	0.5914592114
618	0.5911855686
619	0.5906320509
620	0.5901501584
621	0.5897189038
622	0.5892254847
623	0.5884686609
624	0.5880470464
625	0.5877675291
626	0.5870622396
627	0.5865917377
628	0.5862448612
629	0.5861016042
630	0.5858837019
631	0.5853752602
632	0.5850848653
633	0.5843926732
634	0.5842565364
635	0.5837048222
636	0.5833568225
637	0.5829336875
638	0.5825637361
639	0.5822372058
640	0.5816206343
641	0.5813236271
642	0.5809388052
643	0.5803453985
644	0.5802020571
645	0.5793283029
646	0.5789983338
647	0.5786204658
648	0.5778508386
649	0.5770371902
650	0.5767073686
651	0.5764306241
652	0.5762112698
653	0.5758313597
654	0.575307924
655	0.5748233963
656	0.574290963
657	0.574103764
658	0.5734451627
659	0.5729399993
660	0.5726672881
661	0.5724798693
662	0.5718783938
663	0.5714319667
664	0.5708914162
665	0.5704849775
666	0.5702277555
667	0.5699071919
668	0.5694501235
669	0.5691612326
670	0.5684772839
671	0.5677468976
672	0.5674241839
673	0.5669717928
674	0.5667071425
675	0.5663860159
676	0.5659651349
677	0.5654256324
678	0.5652207484
679	0.5650657365
680	0.5646631011
681	0.5642074392
682	0.5636470691
683	0.5630897304
684	0.5629214468
685	0.5627525309
686	0.5625367215
687	0.5623968391
688	0.5621080186
689	0.5618861812
690	0.5614127722
691	0.5610115708
692	0.560838072
693	0.5601850277
694	0.5598707722
695	0.5595763121
696	0.5591156376
697	0.5589809019
698	0.5588584424
699	0.5584751224
700	0.5581564773
701	0.5576403949
702	0.5572700096
703	0.5567538015
704	0.5563439588
705	0.5560256363
706	0.5554724889
707	0.5548362548
708	0.5545734694
709	0.5542636701
710	0.5538685117
711	0.5530614585
712	0.5527006813
713	0.5517173274
714	0.5512461348
715	0.5511274901
716	0.5507198955
717	0.5504308784
718	0.5501460318
719	0.5496927146
720	0.5492710658
721	0.5489387213
722	0.5486312298
723	0.5482266579
724	0.5476382203
725	0.5472798698
726	0.5469322999
727	0.5464878088
728	0.5462868515
729	0.545834215
730	0.5455475287
731	0.5451771973
732	0.5444433165
733	0.5441477712
734	0.543643626
735	0.5431780563
736	0.543060534
737	0.5427940147
738	0.5424366065
739	0.5422113778
740	0.5419248252
741	0.5416506404
742	0.5411739455
743	0.5410406949
744	0.5408795568
745	0.5406424955
746	0.5401239398
747	0.5396594669
748	0.5392901076
749	0.5389978091
750	0.5385446685
751	0.5384161735
752	0.5380968345
753	0.537777073
754	0.5376070178
755	0.5374242676
756	0.5366838713
757	0.5364719868
758	0.5361997146
759	0.5358908794
760	0.5356722124
761	0.5353845108
762	0.5349397613
763	0.5346682691
764	0.5342317149
765	0.5337625038
766	0.5334094332
767	0.5329677749
768	0.5324702491
769	0.5321131581
770	0.5316668647
771	0.5312230209
772	0.5310939876
773	0.5305030159
774	0.5301712866
775	0.529816997
776	0.5293283062
777	0.5290084363
778	0.5287401809
779	0.5282918129
780	0.5279814378
781	0.5278520307
782	0.5272948866
783	0.5269529726
784	0.526621897
785	0.5263435044
786	0.526005451
787	0.5252286183
788	0.5246753983
789	0.5242412579
790	0.5237826518
791	0.5234723956
792	0.5231052705
793	0.5226354681
794	0.5221231572
795	0.5216783397
796	0.5215932493
797	0.521204143
798	0.5206972368
799	0.520241401
800	0.5200496374
801	0.5196180856
802	0.5192570047
803	0.5190407365
804	0.5184989965
805	0.517948171
806	0.5176239095
807	0.5171453545
808	0.5167080156
809	0.5164196846
810	0.515907475
811	0.5156411261
812	0.5153411176
813	0.5149879835
814	0.5146703853
815	0.5143144896
816	0.5140555507
817	0.5135851707
818	0.5134120628
819	0.5130308917
820	0.512739879
821	0.5126029222
822	0.5122583129
823	0.5115454285
824	0.5110965694
825	0.5107935167
826	0.510505523
827	0.510216969
828	0.5096472697
829	0.5093340012
830	0.5090446988
831	0.5086616799
832	0.5084892959
833	0.5079848563
834	0.5078367935
835	0.507252088
836	0.5069122388
837	0.5066960464
838	0.506318462
839	0.5059937592
840	0.5056706201
841	0.5053593858
842	0.5050421276
843	0.5043806961
844	0.504106169
845	0.5034895058
846	0.5032661533
847	0.5027613542
848	0.5025180979
849	0.5022853079
850	0.5018119028
851	0.5017072068
852	0.5012474711
853	0.5008037245
854	0.5003016985
855	0.499798575
856	0.4996014048
857	0.4990995397
858	0.4988615833
859	0.498654918
860	0.4982875961
861	0.4980387359
862	0.4978141331
863	0.4973856927
864	0.4971558014
865	0.4968057246
866	0.4965980518
867	0.4961588398
868	0.4959290514
869	0.4955612191
870	0.4952330707
871	0.4950874359
872	0.4947223296
873	0.4941984018
874	0.4936484902
875	0.493576648
876	0.4931548973
877	0.4930507815
878	0.4926555315
879	0.4923641173
880	0.4920409807
881	0.4915837577
882	0.4910495005
883	0.490614478
884	0.4901227072
885	0.4897901581
886	0.4895685464
887	0.4891862422
888	0.4889720598
889	0.4887647635
890	0.4884753273
891	0.4880533907
892	0.4877584969
893	0.4875331439
894	0.4874649983
895	0.4871251283
896	0.4865617075
897	0.4862662582
898	0.4859048104
899	0.4854722671
900	0.4849474772
901	0.4845986961
902	0.4843587116
903	0.4841695331
904	0.483949591
905	0.4835449194
906	0.4833560137
907	0.4829663297
908	0.4826892677
909	0.4823630196
910	0.4820763655
911	0.4816941563
912	0.4814243838
913	0.4810410906
914	0.4808246312
915	0.4804177783
916	0.4802343754
917	0.4799352047
918	0.4795558209
919	0.4793952767
920	0.4791957183
921	0.4787789326
922	0.4782987277
923	0.4779118525
924	0.477598611
925	0.4772037875
926	0.4768441443
927	0.4766674961
928	0.4762422394
929	0.4759295259
930	0.4757782167
931	0.4756378996
932	0.475396593
933	0.4749344208
934	0.4746387942
935	0.4742934849
936	0.4738522065
937	0.4737271723
938	0.473310017
939	0.4730414609
940	0.4726454091
941	0.4723909598
942	0.4722200251
943	0.4720976718
944	0.4718294435
945	0.4716538803
946	0.4712909802
947	0.4710778639
948	0.4704733663
949	0.4698755774
950	0.4697134417
951	0.4694098764
952	0.4692016943
953	0.4687573567
954	0.4685573494
955	0.4680930502
956	0.4677251815
957	0.4675004364
958	0.4671802025
959	0.4671232421
960	0.4668275565
961	0.4665087077
962	0.4662160533
963	0.4658754293
964	0.4655236836
965	0.4652707019
966	0.4648963565
967	0.4645096011
968	0.4644363001
969	0.4640682562
970	0.4637101545
971	0.4632139369
972	0.4627480364
973	0.4624930876
974	0.4622245611
975	0.4620612504
976	0.4619577641
977	0.4615911427
978	0.4613082717
979	0.4611288421
980	0.4607382678
981	0.4604928029
982	0.4602399831
983	0.4599619427
984	0.4595692703
985	0.4593978028
986	0.4590077841
987	0.4585979751
988	0.4580914313
989	0.4579229691
990	0.4575249409
991	0.4571876975
992	0.4568363354
993	0.4565744373
994	0.4562758381
995	0.4560554326
996	0.4554195991
997	0.4552803032
998	0.4548138821
999	0.4545070916
