iter	Passed	Remaining
222	7497	26123
223	7529	26083
224	7561	26044
225	7594	26007
226	7630	25982
227	7661	25942
228	7695	25909
229	7727	25870
230	7758	25829
231	7790	25790
232	7821	25747
233	7857	25722
234	7887	25674
235	7919	25638
236	7949	25591
237	7979	25547
238	8010	25506
239	8043	25472
240	8093	25490
241	8125	25449
242	8156	25409
243	8187	25367
244	8215	25318
245	8248	25280
246	8280	25245
247	8312	25205
248	8344	25168
249	8376	25128
250	8406	25085
251	8438	25047
252	8469	25007
253	8504	24976
254	8535	24937
255	8566	24896
256	8595	24851
257	8625	24805
258	8658	24770
259	8691	24736
260	8724	24701
261	8756	24665
262	8787	24624
263	8817	24582
264	8848	24541
265	8877	24495
266	8908	24456
267	8941	24422
268	8974	24386
269	9003	24344
270	9033	24301
271	9064	24261
272	9095	24221
273	9126	24181
274	9159	24146
275	9191	24109
276	9219	24065
277	9249	24021
278	9281	23984
279	9313	23948
280	9344	23910
281	9375	23871
282	9411	23845
283	9443	23808
284	9473	23766
285	9503	23725
286	9534	23685
287	9564	23645
288	9599	23617
289	9631	23581
290	9662	23541
291	9695	23507
292	9725	23468
293	9756	23428
294	9786	23388
295	9822	23362
296	9854	23326
297	9882	23280
298	9913	23242
299	9944	23202
300	9973	23161
301	10005	23124
302	10040	23095
303	10072	23059
304	10103	23021
305	10135	22986
306	10166	22949
307	10194	22903
308	10225	22867
309	10259	22836
310	10290	22797
311	10320	22759
312	10351	22720
313	10380	22678
314	10408	22635
315	10440	22598
316	10473	22565
317	10503	22527
318	10535	22491
319	10567	22456
320	10597	22417
321	10628	22378
322	10658	22340
323	10693	22310
324	10725	22275
325	10755	22237
326	10786	22199
327	10816	22160
328	10847	22123
329	10878	22086
330	10913	22058
331	10945	22022
332	10976	21986
333	11005	21945
334	11033	21901
335	11064	21865
336	11095	21828
337	11158	21854
338	11188	21816
339	11217	21775
340	11247	21736
341	11278	21700
342	11309	21663
343	11344	21632
344	11377	21600
345	11408	21563
346	11438	21525
347	11468	21487
348	11500	21451
349	11528	21410
350	11564	21381
351	11594	21343
352	11624	21305
353	11654	21268
354	11686	21232
355	11715	21193
356	11748	21161
357	11784	21132
358	11814	21094
359	11842	21054
360	11871	21013
361	11904	20980
362	11935	20944
363	11965	20907
364	12001	20878
365	12032	20843
366	12062	20804
367	12091	20765
368	12121	20727
369	12153	20694
370	12183	20656
371	12219	20629
372	12250	20592
373	12280	20555
374	12311	20519
375	12338	20477
376	12368	20439
377	12399	20403
378	12432	20370
379	12463	20334
380	12492	20296
381	12550	20304
382	12633	20351
383	12665	20317
384	12695	20279
385	12724	20240
386	12754	20202
387	12783	20164
388	12813	20125
389	12840	20084
390	12875	20054
391	12906	20017
392	12933	19976
393	12963	19939
394	12994	19903
395	13023	19863
396	13052	19824
397	13085	19793
398	13117	19757
399	13145	19717
400	13177	19683
401	13208	19647
402	13236	19608
403	13267	19573
404	13301	19541
405	13330	19502
406	13359	19464
407	13392	19432
408	13420	19393
409	13451	19357
410	13481	19319
411	13514	19287
412	13544	19251
413	13573	19213
414	13605	19178
415	13634	19140
416	13664	19104
417	13694	19067
418	13729	19037
419	13758	19000
420	13788	18962
421	13820	18929
422	13850	18893
423	13879	18855
424	13908	18817
425	13940	18783
426	13973	18750
427	14002	18713
428	14032	18676
429	14062	18641
430	14091	18603
431	14119	18564
432	14152	18532
433	14182	18496
434	14212	18459
435	14243	18424
436	14271	18386
437	14299	18348
438	14328	18310
439	14361	18278
440	14394	18245
441	14424	18209
442	14455	18175
443	14483	18136
444	14511	18098
445	14541	18062
446	14577	18033
447	14606	17997
448	14638	17964
449	14667	17926
450	14698	17892
451	14726	17854
452	14756	17819
453	14793	17790
454	14821	17752
455	14851	17717
456	14879	17679
457	14908	17642
458	14937	17606
459	14967	17570
460	15000	17538
461	15031	17504
462	15060	17467
463	15090	17432
464	15121	17398
465	15152	17363
466	15182	17327
467	15216	17296
468	15247	17262
469	15275	17225
470	15306	17191
471	15336	17156
472	15365	17120
473	15395	17084
474	15428	17053
475	15461	17020
476	15490	16983
477	15518	16947
478	15548	16912
479	15579	16877
480	15607	16840
481	15643	16812
482	15672	16776
483	15701	16739
484	15732	16705
485	15762	16670
486	15791	16634
487	15819	16597
488	15855	16569
489	15887	16535
490	15915	16499
491	15947	16465
492	15977	16431
493	16005	16393
494	16036	16360
495	16068	16328
496	16097	16291
497	16128	16258
498	16185	16250
499	16215	16215
500	16248	16183
501	16280	16151
502	16310	16115
503	16342	16083
504	16372	16048
505	16405	16016
506	16433	15979
507	16466	15947
508	16496	15912
509	16534	15886
510	16571	15858
511	16607	15829
512	16646	15802
513	16681	15772
514	16724	15749
515	16758	15719
516	16792	15687
517	16822	15653
518	16856	15622
519	16892	15593
520	16931	15566
521	16968	15537
522	17002	15507
523	17037	15476
524	17069	15443
525	17099	15409
526	17132	15376
527	17165	15344
528	17195	15310
529	17224	15274
530	17255	15240
531	17284	15204
532	17315	15171
533	17345	15137
534	17381	15107
535	17412	15073
536	17444	15040
537	17477	15008
538	17513	14978
539	17563	14961
540	17618	14948
541	17670	14932
542	17719	14912
543	17758	14885
544	17793	14854
545	17825	14822
546	17856	14788
547	17892	14758
548	17925	14725
549	17955	14691
550	17984	14655
551	18017	14623
552	18050	14590
553	18080	14555
554	18110	14520
555	18139	14485
556	18168	14450
557	18197	14414
558	18227	14379
559	18259	14346
560	18289	14312
561	18322	14279
562	18362	14253
563	18402	14226
564	18447	14202
565	18499	14185
566	18543	14160
567	18581	14132
568	18619	14103
569	18657	14074
570	18702	14051
571	18739	14022
572	18772	13988
573	18807	13958
574	18865	13944
575	18902	13914
576	18934	13880
577	18962	13844
578	18991	13808
579	19020	13773
580	19048	13737
581	19077	13701
582	19107	13667
583	19142	13635
584	19170	13599
585	19200	13564
586	19229	13529
587	19258	13493
588	19287	13458
589	19318	13424
590	19348	13390
591	19377	13354
592	19405	13318
593	19435	13283
594	19463	13247
595	19492	13213
596	19525	13180
597	19557	13147
598	19586	13112
599	19616	13077
600	19646	13043
601	19674	13007
602	19702	12971
603	19731	12936
604	19760	12901
605	19792	12868
606	19822	12834
607	19856	12802
608	19895	12773
609	19940	12748
610	19984	12723
611	20022	12694
612	20062	12665
613	20095	12633
614	20122	12596
615	20153	12563
616	20191	12533
617	20231	12505
618	20269	12476
619	20306	12446
620	20341	12414
621	20373	12381
622	20406	12348
623	20468	12333
624	20498	12299
625	20526	12263
626	20554	12227
627	20581	12191
628	20610	12156
629	20640	12122
630	20672	12089
631	20701	12053
632	20730	12018
633	20757	11983
634	20786	11948
635	20814	11912
636	20842	11877
637	20872	11843
638	20904	11809
639	20932	11774
640	20960	11739
641	20989	11704
642	21016	11668
643	21044	11633
644	21073	11598
645	21103	11564
646	21138	11532
647	21166	11498
648	21194	11462
649	21222	11427
650	21250	11392
651	21278	11357
652	21306	11322
653	21336	11288
654	21368	11255
655	21398	11220
656	21425	11185
657	21453	11150
658	21481	11115
659	21510	11080
660	21538	11046
661	21569	11013
662	21602	10980
663	21633	10946
664	21662	10912
665	21689	10877
666	21717	10842
667	21746	10808
668	21774	10773
669	21804	10739
670	21836	10706
671	21864	10672
672	21893	10637
673	21920	10602
674	21950	10568
675	21978	10533
676	22007	10500
677	22040	10467
678	22068	10433
679	22098	10399
680	22126	10364
681	22155	10330
682	22182	10295
683	22210	10261
684	22242	10228
685	22273	10195
686	22301	10160
687	22328	10125
688	22359	10092
689	22387	10058
690	22415	10023
691	22443	9989
692	22473	9955
693	22507	9923
694	22535	9889
695	22563	9855
696	22591	9821
697	22622	9787
698	22651	9753
699	22679	9719
700	22709	9686
701	22741	9653
702	22770	9620
703	22799	9586
704	22826	9551
705	22855	9517
706	22888	9485
707	22917	9451
708	22948	9418
709	22977	9385
710	23005	9350
711	23032	9316
712	23061	9282
713	23089	9248
714	23117	9214
715	23149	9182
716	23179	9149
717	23208	9115
718	23235	9080
719	23263	9046
720	23291	9012
721	23319	8979
722	23347	8944
723	23377	8912
724	23409	8879
725	23437	8845
726	23464	8811
727	23492	8777
728	23521	8743
729	23550	8710
730	23577	8676
731	23609	8643
732	23640	8611
733	23669	8577
734	23696	8543
735	23725	8510
736	23753	8476
737	23780	8442
738	23807	8408
739	23839	8375
740	23869	8342
741	23896	8309
742	23925	8275
743	23953	8242
744	23981	8208
745	24010	8175
746	24039	8141
747	24069	8108
748	24099	8075
749	24127	8042
750	24155	8008
751	24182	7975
752	24210	7941
753	24237	7907
754	24265	7874
755	24294	7840
756	24324	7808
757	24354	7775
758	24383	7742
759	24410	7708
760	24437	7674
761	24466	7641
762	24494	7608
763	24521	7574
764	24552	7542
765	24582	7509
766	24609	7475
767	24638	7442
768	24667	7409
769	24695	7376
770	24723	7343
771	24750	7309
772	24786	7278
773	24813	7245
774	24841	7212
775	24868	7178
776	24896	7145
777	24925	7112
778	24952	7078
779	24983	7046
780	25013	7014
781	25042	6981
782	25071	6948
783	25098	6914
784	25126	6881
785	25153	6848
786	25180	6815
787	25213	6783
788	25244	6750
789	25272	6718
790	25301	6685
791	25330	6652
792	25357	6619
793	25385	6586
794	25414	6553
795	25445	6521
796	25475	6488
797	25504	6456
798	25532	6422
799	25559	6389
800	25587	6356
801	25619	6324
802	25652	6293
803	25681	6260
804	25708	6227
805	25737	6194
806	25765	6161
807	25792	6128
808	25819	6095
809	25850	6063
810	25882	6031
811	25910	5998
812	25938	5966
813	25967	5933
814	25995	5900
815	26022	5867
816	26050	5835
817	26081	5803
818	26113	5771
819	26141	5738
820	26170	5705
821	26198	5673
822	26226	5640
823	26253	5607
824	26281	5574
825	26311	5542
826	26343	5510
827	26373	5478
828	26399	5445
829	26428	5413
830	26457	5380
831	26485	5347
832	26512	5315
833	26543	5283
834	26574	5251
835	26602	5218
836	26629	5185
837	26658	5153
838	26687	5121
839	26714	5088
840	26742	5055
841	26773	5023
842	26804	4991
843	26833	4959
844	26860	4927
845	26889	4894
846	26916	4862
847	26944	4829
848	26973	4797
849	27005	4765
850	27033	4733
851	27061	4700
852	27089	4668
853	27117	4636
854	27145	4603
855	27173	4571
856	27203	4539
857	27235	4507
858	27263	4475
859	27291	4442
860	27319	4410
861	27347	4378
862	27374	4345
863	27402	4313
864	27432	4281
865	27462	4249
866	27490	4217
867	27518	4184
868	27546	4152
869	27572	4120
870	27601	4087
871	27631	4055
872	27661	4024
873	27691	3992
874	27720	3960
875	27747	3927
876	27775	3895
877	27804	3863
878	27832	3831
879	27860	3799
880	27890	3767
881	27921	3735
882	27949	3703
883	27977	3671
884	28006	3639
885	28033	3607
886	28061	3574
887	28089	3542
888	28117	3510
889	28148	3479
890	28177	3447
891	28205	3415
892	28234	3383
893	28261	3350
894	28289	3318
895	28318	3287
896	28348	3255
897	28378	3223
898	28410	3191
899	28439	3159
900	28469	3128
901	28499	3096
902	28529	3064
903	28562	3033
904	28593	3001
905	28622	2969
906	28651	2937
907	28678	2905
908	28706	2873
909	28735	2841
910	28765	2810
911	28797	2778
912	28828	2747
913	28855	2715
914	28883	2683
915	28910	2651
916	28938	2619
917	28966	2587
918	28997	2555
919	29028	2524
920	29056	2492
921	29084	2460
922	29111	2428
923	29139	2396
924	29167	2364
925	29195	2333
926	29226	2301
927	29257	2269
928	29286	2238
929	29314	2206
930	29342	2174
931	29370	2142
932	29397	2111
933	29425	2079
934	29454	2047
935	29510	2017
936	29538	1986
937	29565	1954
938	29594	1922
939	29623	1890
940	29652	1859
941	29681	1827
942	29713	1796
943	29742	1764
944	29771	1732
945	29801	1701
946	29828	1669
947	29856	1637
948	29885	1606
949	29917	1574
950	29947	1543
951	29975	1511
952	30005	1479
953	30033	1448
954	30061	1416
955	30088	1384
956	30117	1353
957	30145	1321
958	30177	1290
959	30206	1258
960	30235	1227
961	30263	1195
962	30290	1163
963	30319	1132
964	30348	1100
965	30378	1069
966	30409	1037
967	30439	1006
968	30468	974
969	30495	943
970	30523	911
971	30550	880
972	30579	848
973	30606	817
974	30638	785
975	30666	754
976	30694	722
977	30722	691
978	30751	659
979	30778	628
980	30806	596
981	30833	565
982	30867	533
983	30896	502
984	30925	470
985	30952	439
986	30980	408
987	31008	376
988	31037	345
989	31066	313
990	31096	282
991	31124	251
992	31151	219
993	31179	188
994	31206	156
995	31236	125
996	31267	94
997	31296	62
998	31324	31
999	31354	0
